Time_sec,Date_Time,Step,Cycle,Current_Amp,Voltage_Volt,Charge_Ah,Discharge_Ah
10.0002047622536,735818.551215278,1,1,0,3.29318928718567,0,0
20.000286527962,735818.551331019,1,1,0,3.29351329803467,0,0
30.015934714982,735818.551446759,1,1,0,3.29367542266846,0,0
40.0314720507264,735818.5515625,1,1,0,3.29383754730225,0,0
50.0470871903822,735818.551678241,1,1,0,3.29399943351746,0,0
60.0001931128351,735818.551793981,1,1,0,3.29399943351746,0,0
70.0161518034755,735818.551909722,2,1,0.750133872032166,3.60612797737122,0.002086709311938,0
80.0317483969084,735818.552025463,2,1,0.749954044818878,3.62282037734985,0.004173493539011,0
90.047339707174,735818.552141204,2,1,0.749774277210236,3.63740563392639,0.006260255937118,0
100.062954375655,735818.552256944,2,1,0.750133872032166,3.65150499343872,0.008347100413918,0
110.078584502664,735818.552372685,2,1,0.750313699245453,3.66479396820068,0.010430609686881,0
120.078616218633,735818.552488426,2,1,0.749954044818878,3.67565202713013,0.012517439116373,0
130.094160842542,735818.552604167,2,1,0.750133872032166,3.68764448165894,0.014604233095587,0
140.1097229801,735818.552731481,2,1,0.750133872032166,3.69996118545532,0.016691025679928,0
150.125305513491,735818.552847222,2,1,0.749954044818878,3.71243977546692,0.018777844001629,0
160.12539075787,735818.552962963,2,1,0.750313699245453,3.7254045009613,0.020861443650942,0
170.125403722103,735818.553078704,2,1,0.750133872032166,3.73836946487427,0.022945025903999,0
180.140870732576,735818.553194444,2,1,0.749954044818878,3.74679660797119,0.025031799430756,0
190.140909671547,735818.553310185,2,1,0.749954044818878,3.7553858757019,0.027115396052883,0
200.156472866741,735818.553425926,2,1,0.750133872032166,3.76640582084656,0.029202175207106,0
210.172065134393,735818.553541667,2,1,0.749954044818878,3.77548122406006,0.031289006017944,0
220.187694113541,735818.553657407,2,1,0.750133872032166,3.78569102287292,0.033375796107268,0
230.203258331283,735818.553773148,2,1,0.750133872032166,3.795090675354,0.035462612971162,0
240.20327642831,735818.553888889,2,1,0.750133872032166,3.80562448501587,0.037546242009883,0
250.218870229784,735818.55400463,2,1,0.750133872032166,3.81486201286316,0.039633103317544,0
260.234461189175,735818.55412037,2,1,0.750133872032166,3.82247877120972,0.041719935460464,0
270.250054058326,735818.554236111,2,1,0.750133872032166,3.82928538322449,0.043806768788826,0
280.265628626866,735818.554351852,2,1,0.750133872032166,3.83463335037231,0.045890281420599,0
290.265629059868,735818.554467593,2,1,0.750133872032166,3.84062957763672,0.047977136259989,0
300.281210741136,735818.554583333,2,1,0.750133872032166,3.84921884536743,0.050063981301956,0
310.281222677809,735818.554699074,2,1,0.750133872032166,3.85375642776489,0.05214757388948,0
