Time_sec,Date_Time,Step,Cycle,Current_Amp,Voltage_Volt,Charge_Ah,Discharge_Ah
10.0002508721737,735817.600844907,1,1,0,3.84711194038391,0,0
20.0157334063358,735817.600960648,1,1,0,3.84711194038391,0,0
30.0313050876801,735817.601076389,1,1,0,3.8469500541687,0,0
40.0313100870631,735817.60119213,1,1,0,3.8469500541687,0,0
50.0313228858848,735817.60130787,1,1,0,3.84711194038391,0,0
60.0000994794719,735817.601423611,1,1,0,3.84711194038391,0,0
70.0160769975849,735817.601539352,2,1,0.750133872032166,3.95520639419556,0.002086915582143,0
80.0316756661897,735817.601655093,2,1,0.750133872032166,3.96444392204285,0.004170652094428,0
90.0473157730715,735817.601770833,2,1,0.750133872032166,3.97173666954041,0.00626085983451,0
100.062866657584,735817.601886574,2,1,0.750133872032166,3.97757077217102,0.008347831917319,0
110.078466945224,735817.602002315,2,1,0.749954044818878,3.98275661468506,0.010434806876795,0
120.078529472985,735817.602118056,2,1,0.750133872032166,3.9876184463501,0.012518544209061,0
130.094019766486,735817.602233796,2,1,0.750133872032166,3.99183201789856,0.014605504838789,0
140.109730283852,735817.602349537,2,1,0.750133872032166,3.99555945396423,0.016692483640427,0
150.109739904754,735817.602465278,2,1,0.749954044818878,3.99896264076233,0.018776204908735,0
160.125243095398,735817.602581018,2,1,0.750313699245453,4.00220394134521,0.020863181830317,0
170.125278069487,735817.602696759,2,1,0.749954044818878,4.00495910644531,0.022946905654416,0
180.14081483882,735817.6028125,2,1,0.750133872032166,4.00771379470825,0.025033835399179,0
190.14085952712,735817.602928241,2,1,0.750313699245453,4.01030683517456,0.027114322305374,0
200.156403965567,735817.603043981,2,1,0.749954044818878,4.01257562637329,0.029204551115411,0
210.172046232833,735817.603159722,2,1,0.750313699245453,4.01500654220581,0.031291502453033,0
220.187613302684,735817.603275463,2,1,0.750133872032166,4.01695156097412,0.033378452895529,0
230.187613540199,735817.603391204,2,1,0.750133872032166,4.01889610290527,0.03546215428308,0
240.203190374386,735817.603506944,2,1,0.750313699245453,4.02100276947021,0.037545861781861,0
250.203221709405,735817.603622685,2,1,0.750133872032166,4.02278566360474,0.039629614082973,0
260.218747205642,735817.603738426,2,1,0.750133872032166,4.02440643310547,0.041719834550176,0
270.218754054635,735817.603854167,2,1,0.750133872032166,4.02618885040283,0.043803575106466,0
280.234373309547,735817.603969907,2,1,0.749954044818878,4.02780961990356,0.045890558317799,0
290.234382293862,735817.604085648,2,1,0.749954044818878,4.02942991256714,0.047974291520172,0
300.249900125997,735817.604201389,2,1,0.750133872032166,4.03088855743408,0.050061230560118,0
310.265512127833,735817.60431713,2,1,0.749954044818878,4.03234720230103,0.052148214192576,0
320.281099768954,735817.60443287,2,1,0.750133872032166,4.03380584716797,0.054235240745239,0
330.296707084108,735817.604548611,2,1,0.749954044818878,4.03526449203491,0.056322239805067,0
340.296708765221,735817.604664352,2,1,0.750133872032166,4.0367226600647,0.058405982049987,0
350.312284521722,735817.604780093,2,1,0.750133872032166,4.03801918029785,0.060492999504415,0
360.327883721651,735817.604895833,2,1,0.750133872032166,4.03931570053101,0.06258000270846,0
370.343502590601,735817.605011574,2,1,0.749954044818878,4.04061222076416,0.064666988937531,0
380.359124306647,735817.605127315,2,1,0.750313699245453,4.0420708656311,0.066753987106729,0
390.374712870067,735817.60525463,2,1,0.750133872032166,4.04320526123047,0.06884096899058,0
400.390327493436,735817.60537037,2,1,0.750133872032166,4.04433965682983,0.070927957495709,0
410.405891711179,735817.605486111,2,1,0.749954044818878,4.04563617706299,0.073014902287063,0
420.421502424804,735817.605601852,2,1,0.749954044818878,4.04693269729614,0.075101895404082,0
430.437095459367,735817.605717593,2,1,0.750133872032166,4.04806709289551,0.077188883311833,0
440.452786793923,735817.605833333,2,1,0.750313699245453,4.04952573776245,0.079275899857467,0
450.468236601521,735817.605949074,2,1,0.750133872032166,4.05049800872803,0.081362836450463,0
460.468295294725,735817.606064815,2,1,0.750133872032166,4.05163240432739,0.083446550368124,0
470.483859437281,735817.606180556,2,1,0.750313699245453,4.05276679992676,0.085530250346127,0
480.499562110096,735817.606296296,2,1,0.750133872032166,4.05390119552612,0.087620502380462,0
490.515137029511,735817.606412037,2,1,0.750133872032166,4.0548734664917,0.089707500920592,0
500.530683372704,735817.606527778,2,1,0.749954044818878,4.05600786209106,0.091791258890014,0
510.53068662774,735817.606643519,2,1,0.749954044818878,4.05714225769043,0.093875005193697,0
520.546259857945,735817.606759259,2,1,0.749954044818878,4.05811500549316,0.095965212019086,0
530.546284887248,735817.606875,2,1,0.750133872032166,4.05957317352295,0.098048938827925,0
540.56186342067,735817.606990741,2,1,0.750313699245453,4.06054592132568,0.1001359798847,0
550.577453202125,735817.607106481,2,1,0.750313699245453,4.06151819229126,0.102222964019151,0
560.593027815778,735817.607222222,2,1,0.750133872032166,4.06265258789062,0.104309937155265,0
570.593032589599,735817.607337963,2,1,0.750133872032166,4.0636248588562,0.106393677329277,0
580.608693839175,735817.607453704,2,1,0.750133872032166,4.06475925445557,0.108480707917128,0
590.624232743829,735817.607569444,2,1,0.750133872032166,4.06573152542114,0.110567710677966,0
600.624253552614,735817.607685185,2,1,0.750133872032166,4.06670379638672,0.112651477572821,0
610.639818507193,735817.607800926,2,1,0.749954044818878,4.06767654418945,0.114738474443005,0
620.655453250708,735817.607916667,2,1,0.75049352645874,4.06897306442261,0.116825449602429,0
630.671015663953,735817.608032407,2,1,0.750133872032166,4.06994533538818,0.1189124541252,0
640.671069480003,735817.608148148,2,1,0.750133872032166,4.07091760635376,0.120996234556941,0
650.686590871008,735817.608263889,2,1,0.750313699245453,4.07205200195312,0.123079912192439,0
660.702207328949,735817.60837963,2,1,0.750313699245453,4.0730242729187,0.125170163985444,0
670.717794438746,735817.60849537,2,1,0.750133872032166,4.07415866851807,0.127257148255173,0
680.733463532873,735817.608611111,2,1,0.749954044818878,4.07496929168701,0.129344127764015,0
690.748997565385,735817.608726852,2,1,0.750133872032166,4.07610368728638,0.131431118194324,0
700.764597226463,735817.608842593,2,1,0.750133872032166,4.07707595825195,0.133518119952089,0
710.780195614368,735817.608958333,2,1,0.750313699245453,4.07821035385132,0.135605117909369,0
720.780224342892,735817.609074074,2,1,0.750133872032166,4.07918262481689,0.1376888751132,0
730.795791898954,735817.609189815,2,1,0.750133872032166,4.08031702041626,0.139775861607339,0
740.811353309701,735817.609305556,2,1,0.750133872032166,4.08112716674805,0.141862826918762,0
750.811361607304,735817.609421296,2,1,0.750313699245453,4.08226203918457,0.143946571710268,0
760.826998205441,735817.609537037,2,1,0.750133872032166,4.08323431015015,0.146033592468515,0
770.842547942093,735817.609652778,2,1,0.750133872032166,4.08436870574951,0.148120568567108,0
